IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : OLD MANSE,7/22/2014 1242,7/22/2014 1242,7/22/2014 1242,2014-000756,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : NELLIE CRAIG WALKER HALL (FKA CAMPUS AVENUE BLDG),7/22/2014 1612,7/22/2014 1600,7/22/2014 1600,2014-000757,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,7/22/2014 1652,7/22/2014 1520,7/22/2014 1630,2014-000758,UNFOUNDED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : WRA CABIN,7/22/2014 2041,7/22/2014 2041,7/22/2014 2041,2014-000759,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,7/23/2014 1304,7/23/2014 1304,7/23/2014 1304,2014-000761,CLOSED
CRIMINAL DAMAGING OR ENDANGERING,CITY OF OXFORD,7/25/2014 0339,7/25/2014 0039,7/25/2014 0039,2014-000762,CLOSED
THEFT,CITY OF OXFORD,7/25/2014 0339,7/25/2014 0039,7/25/2014 0039,2014-000762,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LEWIS PLACE,7/25/2014 1046,7/25/2014 1046,7/25/2014 1046,2014-000763,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,7/25/2014 1311,7/25/2014 1311,7/25/2014 1311,2014-000764,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,7/25/2014 1501,7/25/2014 1000,7/25/2014 1400,2014-000770,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : CHESTNUT ST,7/25/2014 1844,7/25/2014 1844,7/25/2014 1844,2014-000766,CLOSED.  UTT/UTC ISSUED.
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,7/25/2014 2010,7/25/2014 2010,7/25/2014 2010,2014-000767,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,7/25/2014 2033,7/25/2014 2033,7/25/2014 2033,2014-000768,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,7/26/2014 0900,7/26/2014 0900,7/26/2014 0900,2014-000769,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,7/27/2014 0650,7/27/2014 0650,7/27/2014 0650,2014-000771,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,7/28/2014 0858,7/28/2014 0858,7/28/2014 0858,2014-000772,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,7/29/2014 1039,7/29/2014 1039,7/29/2014 1045,2014-000773,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,7/29/2014 1354,7/29/2014 1200,7/29/2014 1330,2014-000774,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,7/30/2014 0844,7/30/2014 0844,7/30/2014 0844,2014-000775,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MARTIN DINING HALL,7/31/2014 0018,7/31/2014 0018,7/31/2014 0018,2014-000776,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : SATELLITE FACILITY,7/31/2014 1322,7/31/2014 1322,7/31/2014 1322,2014-000777,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DRIVE,7/31/2014 1623,7/31/2014 1623,8/31/2014 1623,2014-000778,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,8/1/2014 0750,8/1/2014 0750,8/1/2014 0750,2014-000779,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : 5285 BROWN ROAD,8/1/2014 1353,8/1/2014 1353,8/1/2014 1353,2014-000780,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,8/2/2014 0948,8/2/2014 0940,8/2/2014 0940,2014-000781,CLOSED.  UTT/UTC ISSUED.
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : SATELLITE FACILITY,8/2/2014 2351,8/2/2014 2351,8/2/2014 2351,2014-000782,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : IRVIN HALL,8/4/2014 0040,8/4/2014 0040,8/4/2014 0040,2014-000783,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,8/4/2014 0746,8/4/2014 0746,8/4/2014 0746,2014-000784,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : PATTERSON AVE,8/4/2014 1657,8/4/2014 1657,8/4/2014 1728,2014-000785,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : WRA CABIN,8/6/2014 0345,8/6/2014 0345,8/6/2014 0345,2014-000786,CLOSED
ALARM,CITY OF OXFORD : BROWN RD,8/6/2014 1758,8/6/2014 1758,8/6/2014 1758,2014-000787,CLOSED
THEFT : OF A MOTOR VEHICLE,MIAMI UNIVERSITY : OXFORD CAMPUS : KREGER HALL,8/8/2014 0516,8/8/2014 0130,8/8/2014 0430,2014-000788,CLOSED
ALCOHOL VIOLATION,CITY OF OXFORD : CAMPUS AVE,8/9/2014 0211,8/9/2014 0211,8/9/2014 0211,2014-000789,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,CITY OF OXFORD : CAMPUS AVE,8/9/2014 0211,8/9/2014 0211,8/9/2014 0211,2014-000789,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,8/9/2014 0248,8/9/2014 0248,8/9/2014 0248,2014-000790,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,8/9/2014 0248,8/9/2014 0248,8/9/2014 0248,2014-000790,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : IRVIN HALL,8/9/2014 0316,8/9/2014 0316,8/9/2014 0316,2014-000791,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,8/9/2014 0545,8/9/2014 0545,8/9/2014 0545,2014-000805,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,8/9/2014 0545,8/9/2014 0545,8/9/2014 0545,2014-000792,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),8/9/2014 0858,8/9/2014 0858,8/9/2014 0910,2014-000793,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : DEWITT CABIN,8/10/2014 0927,8/10/2014 0927,8/10/2014 0927,2014-000794,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,8/11/2014 0511,8/8/2014 1030,8/11/2014 0511,2014-000795,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : WILSON HALL,8/11/2014 0900,8/11/2014 0900,8/11/2014 0900,2014-000796,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,8/12/2014 0910,8/5/2014 0910,8/12/2014 0910,2014-000797,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR ESTATE,8/12/2014 1209,8/12/2014 1209,8/12/2014 1209,2014-000798,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,8/12/2014 1954,8/12/2014 1610,8/12/2014 1630,2014-000799,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,8/13/2014 0800,8/13/2014 0800,8/13/2014 0800,2014-000800,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DINING,8/13/2014 1157,7/24/2014 1200,7/24/2014 1300,2014-000801,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : KREGER HALL,8/14/2014 0814,7/3/2014 1530,7/7/2014 0700,2014-000802,UNFOUNDED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : WRA CABIN,8/14/2014 1518,8/14/2014 1518,8/14/2014 1518,2014-000803,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,8/14/2014 2027,8/14/2014 2027,8/14/2014 2027,2014-000804,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,8/15/2014 1236,8/15/2014 1236,8/15/2014 1236,2014-000806,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,8/16/2014 1348,8/16/2014 1348,8/16/2014 1348,2014-000807,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESSER HALL,8/17/2014 1250,8/17/2014 1250,8/17/2014 1250,2014-000808,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,8/18/2014 1123,8/18/2014 0930,8/18/2014 1100,2014-000809,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HOYT HALL,8/18/2014 1649,8/18/2014 1649,8/18/2014 1649,2014-000811,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : NORTH CAMPUS PARKING GARAGE,8/18/2014 1704,8/18/2014 1704,8/18/2014 1704,2014-000810,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,8/19/2014 1206,8/19/2014 1206,8/19/2014 1206,2014-000812,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,8/19/2014 1210,8/19/2014 1210,8/19/2014 1210,2014-000813,CLOSED
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,CITY OF OXFORD : CAMPUS AVE,8/20/2014 0030,8/20/2014 0030,8/20/2014 0400,2014-000814,CLOSED.  CLEARED BY ARREST
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,8/20/2014 0214,8/20/2014 0214,8/20/2014 0214,2014-000815,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,8/20/2014 0214,8/20/2014 0214,8/20/2014 0214,2014-000815,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,8/20/2014 0327,8/20/2014 0327,8/20/2014 0327,2014-000816,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,8/20/2014 0327,8/20/2014 0327,8/20/2014 0327,2014-000816,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,8/20/2014 0900,8/20/2014 0900,8/20/2014 1000,2014-000818,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,8/20/2014 0917,8/20/2014 0917,8/20/2014 0917,2014-000817,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : IRVIN HALL,8/20/2014 1306,8/18/2014 1500,8/19/2014 2130,2014-000819,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,8/20/2014 1733,8/20/2014 1733,8/20/2014 1733,2014-000820,CLOSED
THEFT,CITY OF OXFORD : OAK ST,8/20/2014 2035,8/20/2014 1805,8/20/2014 1815,2014-000821,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,8/21/2014 0420,8/21/2014 0001,8/21/2014 0420,2014-000822,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HOYT HALL,8/21/2014 0518,8/21/2014 0518,8/21/2014 0518,2014-000823,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : EDWARDS LOT,8/21/2014 1805,8/21/2014 1805,8/21/2014 1805,2014-000824,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : CAMPUS AVE,8/22/2014 0316,8/22/2014 0316,8/22/2014 0316,2014-000825,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,8/22/2014 0407,8/22/2014 0407,8/22/2014 0407,2014-000826,CLOSED.  REFERRED TO OESCR
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,8/22/2014 0423,8/21/2014 2000,8/22/2014 0423,2014-000827,CLOSED
MEDICAL,CITY OF OXFORD : MAPLE ST,8/22/2014 1047,8/22/2014 1047,8/22/2014 1047,2014-000828,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,8/22/2014 1329,8/21/2014 2300,8/22/2014 0100,2014-000829,CLOSED.  REFERRED TO OESCR
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,8/22/2014 1346,8/22/2014 1346,8/22/2014 1346,2014-000846,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,8/22/2014 1810,8/22/2014 1810,8/22/2014 1810,2014-000830,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),8/22/2014 1826,8/22/2014 1826,8/22/2014 1826,2014-000831,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,8/23/2014 0027,8/23/2014 0027,8/23/2014 0027,2014-000833,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,8/23/2014 0039,8/23/2014 0039,8/23/2014 0039,2014-000832,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,8/23/2014 0053,8/23/2014 0053,8/23/2014 0053,2014-000834,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,8/23/2014 0223,8/23/2014 0223,8/23/2014 0223,2014-000835,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,8/23/2014 0338,8/23/2014 0338,8/23/2014 0338,2014-000836,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,8/23/2014 0338,8/23/2014 0338,8/23/2014 0338,2014-000836,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,8/23/2014 0338,8/23/2014 0338,8/23/2014 0338,2014-000836,CLOSED.  CLEARED BY ARREST
POSSESSING CRIMINAL TOOLS,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,8/23/2014 0338,8/23/2014 0338,8/23/2014 0338,2014-000836,CLOSED.  CLEARED BY ARREST
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : ART BLDG,8/23/2014 1350,8/23/2014 1350,8/23/2014 1350,2014-000837,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,8/23/2014 1406,8/23/2014 1406,8/23/2014 1406,2014-000838,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,8/23/2014 1923,8/23/2014 1923,8/23/2014 1923,2014-000839,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,8/23/2014 1935,8/23/2014 1935,8/23/2014 1935,2014-000840,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,8/23/2014 2010,8/23/2014 2010,8/23/2014 2010,2014-000842,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCKEE HALL,8/23/2014 2011,8/23/2014 2011,8/23/2014 2011,2014-000841,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRISON HALL,8/24/2014 0015,8/24/2014 0015,8/24/2014 0015,2014-000843,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PHILLIPS HALL,8/24/2014 0136,8/24/2014 0136,8/24/2014 0136,2014-000844,CLOSED.  CLEARED BY SUMMONS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,8/24/2014 1608,8/24/2014 0130,8/24/2014 1100,2014-000845,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,8/25/2014 0905,8/22/2014 1700,8/25/2014 0900,2014-000847,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,8/25/2014 1030,8/25/2014 1030,8/25/2014 1030,2014-000848,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,8/25/2014 1042,8/23/2014 0700,8/23/2014 0730,2014-000850,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,8/25/2014 1110,8/25/2014 1110,8/25/2014 1110,2014-000849,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : WRA CABIN,8/25/2014 1718,Unknown,Unknown,2014-000851,CLOSED
PROPERTY : FOUND,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,8/25/2014 2241,8/24/2014 0000,8/24/2014 0000,2014-000852,CLOSED
PROPERTY : FOUND,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,8/25/2014 2321,8/25/2014 2321,8/25/2014 2321,2014-000853,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,8/26/2014 0514,8/26/2014 0514,8/26/2014 0514,2014-000854,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,8/26/2014 0813,8/26/2014 0000,8/26/2014 0000,2014-000855,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,8/26/2014 0839,8/25/2014 1230,8/25/2014 2000,2014-000856,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,8/26/2014 1510,8/23/2014 1600,8/23/2014 2030,2014-000857,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,8/26/2014 1526,8/26/2014 1526,8/26/2014 1526,2014-000858,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,8/26/2014 1749,8/26/2014 1749,8/26/2014 1749,2014-000859,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,8/26/2014 1901,8/26/2014 1901,8/26/2014 1901,2014-000860,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,8/26/2014 2132,8/26/2014 2132,8/26/2014 2132,2014-000861,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : WILSON HALL,8/26/2014 2137,8/26/2014 2137,8/26/2014 2137,2014-000862,CLOSED
WARRANT SERVICE,MIAMI UNIVERSITY : OXFORD CAMPUS : OUTER AREAS,8/26/2014 2149,8/26/2014 2149,8/26/2014 2149,2014-000865,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,8/26/2014 2200,8/26/2014 2200,8/26/2014 2200,2014-000863,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,8/26/2014 2210,8/26/2014 2210,8/26/2014 2210,2014-000864,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : REID HALL,8/26/2014 2230,8/26/2014 2230,8/26/2014 2230,2014-000866,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,8/27/2014 0048,8/27/2014 0048,8/27/2014 0048,2014-000867,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,8/27/2014 0346,8/27/2014 0346,8/27/2014 0346,2014-000868,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,8/27/2014 0346,8/27/2014 0346,8/27/2014 0346,2014-000868,CLOSED.  CLEARED BY SUMMONS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN LODGE,8/27/2014 0925,8/17/2014 2000,8/18/2014 0800,2014-000869,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,8/27/2014 0948,8/26/2014 1300,8/26/2014 1300,2014-000870,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,8/27/2014 1120,8/27/2014 1120,8/27/2014 1120,2014-000871,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : NATURAL AREAS / HIKING TRAILS : BACHELOR PRESERVE EAST LOOP,8/27/2014 1242,8/26/2014 2000,8/26/2014 2015,2014-000872,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,8/27/2014 1429,8/25/2014 1645,8/26/2014 1645,2014-000873,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,8/27/2014 1557,8/27/2014 1557,8/27/2014 1557,2014-000874,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : TALLAWANDA RD,8/28/2014 0739,8/28/2014 0739,8/28/2014 0739,2014-000876,CLOSED.  UTT/UTC ISSUED.
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,8/28/2014 0946,4/6/2014 0000,8/9/2014 0000,2014-000877,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : COLE SERVICE BLDG,8/28/2014 1143,8/28/2014 1143,8/28/2014 1143,2014-000878,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,8/28/2014 1354,8/28/2014 1354,8/28/2014 1354,2014-000879,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,8/28/2014 1614,8/28/2014 1614,8/28/2014 1614,2014-000880,CLOSED
INFORMATION,CITY OF OXFORD : SOUTHPOINTE PKWY,8/28/2014 1643,8/28/2014 1643,8/28/2014 1643,2014-000881,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : MARY LYON HALL,8/28/2014 2152,8/28/2014 2152,8/28/2014 2152,2014-000882,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,8/29/2014 0023,8/29/2014 0023,8/29/2014 0023,2014-000883,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : KREGER HALL,8/29/2014 0058,8/29/2014 0058,8/28/2014 0058,2014-000886,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,8/29/2014 0121,8/29/2014 0121,8/29/2014 0121,2014-000884,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,8/29/2014 0122,8/29/2014 0122,8/29/2014 0122,2014-000885,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,8/29/2014 0122,8/29/2014 0122,8/29/2014 0122,2014-000885,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,8/29/2014 0146,8/29/2014 0146,8/29/2014 0146,2014-000887,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,8/29/2014 0830,8/28/2014 0830,8/29/2014 0830,2014-000889,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,8/29/2014 0912,8/28/2014 1730,8/29/2014 0900,2014-000890,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,8/29/2014 1158,8/29/2014 1158,8/29/2014 1158,2014-000891,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ART MUSEUM,8/29/2014 1833,8/29/2014 1833,8/29/2014 1833,2014-000892,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HOYT HALL,8/29/2014 2251,8/29/2014 2251,8/29/2014 2251,2014-000893,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,8/30/2014 0027,8/30/2014 0027,8/30/2014 0027,2014-000894,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,8/30/2014 0027,8/30/2014 0027,8/30/2014 0027,2014-000894,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,8/30/2014 0226,8/30/2014 0226,8/30/2014 0226,2014-000897,CLOSED.  CLEARED BY ARREST
