IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,9/18/2019 1726,9/7/2019 0800,9/18/2019 1700,2019-001311,CLOSED
SEX OFFENSE,OTHER JURISDICTION,9/18/2019 2004,Unknown,Unknown,2019-001312,OPEN
ARSON,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,9/18/2019 2229,9/17/2019 2359,9/17/2019 2359,2019-001313,CLOSED. REFERRED TO COMMUNITY STANDARDS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,9/19/2019 0831,9/18/2019 2100,9/19/2019 0815,2019-001315,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,9/19/2019 0954,9/19/2019 0954,9/19/2019 0954,2019-001316,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,9/19/2019 1204,9/19/2019 1204,9/19/2019 1204,2019-001317,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,9/19/2019 1737,9/19/2019 1737,9/19/2019 1745,2019-001318,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,9/19/2019 2142,9/19/2019 2142,9/19/2019 2200,2019-001319,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,9/19/2019 2259,9/19/2019 2259,9/19/2019 2259,2019-001320,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,9/19/2019 2318,9/19/2019 2318,9/20/2019 0000,2019-001321,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : FISHER HALL,9/20/2019 0038,9/20/2019 0038,9/20/2019 0038,2019-001322,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,9/20/2019 0210,9/20/2019 0210,9/20/2019 0210,2019-001324,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,9/20/2019 0210,9/20/2019 0210,9/20/2019 0210,2019-001324,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HIGH ST (E. 200-899 BLK),9/20/2019 0211,9/20/2019 0211,9/20/2019 0211,2019-001325,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT : VERBAL WARNING,CITY OF OXFORD : HIGH ST,9/20/2019 0314,9/20/2019 0314,9/20/2019 0314,2019-001326,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : PATTERSON AVE,9/20/2019 1159,9/20/2019 1200,9/20/2019 1300,2019-001327,CLOSED.  UTT/UTC ISSUED.
DATING VIOLENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,9/20/2019 1354,5/10/2019 0136,5/10/2019 0136,2019-001328,UNFOUNDED
STALKING,CITY OF OXFORD,9/20/2019 1525,3/14/2019 0000,3/29/2019 0000,2019-001353,CLOSED. REFERRED TO OTHER LE AGENCY
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,9/20/2019 1739,9/20/2019 0700,9/20/2019 1739,2019-001329,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,9/20/2019 2152,9/20/2019 2152,9/21/2019 2234,2019-001330,CLOSED
MEDICAL : ASSIST,CITY OF OXFORD : SPRING ST,9/20/2019 2320,9/20/2019 2320,9/20/2019 2320,2019-001331,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,CITY OF OXFORD : SPRING ST,9/20/2019 2320,9/20/2019 2320,9/20/2019 2320,2019-001331,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : OAK ST,9/21/2019 0049,9/21/2019 0049,9/21/2019 0159,2019-001333,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,CITY OF OXFORD : HIGH ST,9/21/2019 0200,9/21/2019 0200,9/21/2019 0215,2019-001334,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,CITY OF OXFORD : TALLAWANDA RD,9/21/2019 0215,9/21/2019 0215,9/21/2019 0215,2019-001335,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,9/21/2019 0235,9/21/2019 0235,9/21/2019 0235,2019-001336,CLOSED.  CLEARED BY ARREST
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,9/21/2019 0235,9/21/2019 0235,9/21/2019 0235,2019-001336,CLOSED.  CLEARED BY ARREST
SEX OFFENSE,CITY OF OXFORD : BUSINESS : BRICK STREET,9/21/2019 0928,9/21/2019 0045,9/21/2019 0045,2019-001338,CLOSED. REFERRED TO OTHER LE AGENCY
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,9/21/2019 0934,9/21/2019 0100,9/21/2019 0842,2019-001339,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,9/21/2019 1047,9/21/2019 1039,9/21/2019 1134,2019-001340,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,9/21/2019 1518,9/20/2019 1700,9/21/2019 1400,2019-001341,CLOSED
CANINE DEPLOYMENT,OTHER JURISDICTION,9/21/2019 1547,9/21/2019 1600,9/21/2019 2130,2019-001342,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,9/21/2019 1646,9/21/2019 1646,9/21/2019 1653,2019-001343,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,9/21/2019 2320,9/21/2019 2320,9/21/2019 2320,2019-001344,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,9/22/2019 0110,9/22/2019 0110,9/22/2019 0255,2019-001345,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY MUSEUM,9/22/2019 0216,9/22/2019 0216,9/22/2019 0230,2019-001346,CLOSED.  CLEARED BY ARREST
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY MUSEUM,9/22/2019 0216,9/22/2019 0216,9/22/2019 0230,2019-001346,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY MUSEUM,9/22/2019 0216,9/22/2019 0216,9/22/2019 0230,2019-001346,CLOSED.  CLEARED BY ARREST
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ECOLOGY RESEARCH CENTER,9/22/2019 1005,9/22/2019 1005,9/22/2019 1010,2019-001347,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : HIGH ST,9/22/2019 1346,9/22/2019 1346,9/22/2019 1418,2019-001348,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,9/22/2019 1717,9/22/2019 1717,9/22/2019 1735,2019-001349,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,9/22/2019 2021,9/22/2019 2025,9/22/2019 2045,2019-001351,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,9/22/2019 2102,9/22/2019 2102,9/22/2019 2120,2019-001350,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,9/22/2019 2148,9/22/2019 2100,9/22/2019 2241,2019-001352,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,9/23/2019 1247,9/22/2019 1600,9/23/2019 0300,2019-001354,UNFOUNDED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,9/23/2019 1652,9/23/2019 1652,9/23/2019 1652,2019-001355,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,9/24/2019 0319,9/24/2019 0319,9/24/2019 0319,2019-001356,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : WRA CABIN,9/24/2019 0449,9/24/2019 0449,9/24/2019 0449,2019-001357,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PULLEY PAVILLION,9/24/2019 1013,9/24/2019 1013,9/24/2019 1016,2019-001358,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PSYCHOLOGY BLDG,9/24/2019 1330,9/24/2019 1330,9/24/2019 1330,2019-001359,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,9/24/2019 1628,9/24/2019 1630,9/24/2019 2130,2019-001360,CLOSED
SEX OFFENSE,CITY OF OXFORD,9/24/2019 2152,Unknown,Unknown,2019-001365,CLOSED. REFERRED TO OTHER LE AGENCY
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,9/25/2019 0047,9/25/2019 0047,9/25/2019 0047,2019-001361,CLOSED.  CLEARED BY SUMMONS
POSSESSING CRIMINAL TOOLS,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,9/25/2019 0047,9/25/2019 0047,9/25/2019 0047,2019-001361,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,9/25/2019 0209,9/25/2019 0209,9/25/2019 0209,2019-001362,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,9/25/2019 0209,9/25/2019 0209,9/25/2019 0209,2019-001362,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : SLANTWALK,9/25/2019 0218,9/25/2019 0218,9/25/2019 0218,2019-001363,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SLANTWALK,9/25/2019 0218,9/25/2019 0218,9/25/2019 0218,2019-001363,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,9/25/2019 0543,9/25/2019 0543,9/25/2019 0543,2019-001364,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,9/25/2019 0953,9/23/2019 1300,9/25/2019 0830,2019-001367,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY HALL,9/25/2019 1329,9/25/2019 1329,9/25/2019 1329,2019-001368,CLOSED
TELECOMMUNICATIONS HARASSMENT,OTHER JURISDICTION,9/25/2019 1545,7/1/2019 0000,9/25/2019 0000,2019-001369,CLOSED. REFERRED TO OTHER LE AGENCY
STALKING,OTHER JURISDICTION,9/25/2019 1545,7/1/2019 0000,9/25/2019 0000,2019-001369,CLOSED. REFERRED TO OTHER LE AGENCY
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,9/25/2019 1835,9/1/2019 0800,9/25/2019 1930,2019-001370,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,9/25/2019 1858,9/25/2019 1858,9/25/2019 1858,2019-001372,CLOSED
SEX OFFENSE,OTHER JURISDICTION,9/25/2019 2335,9/8/2019 0000,9/8/2019 0000,2019-001366,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,9/26/2019 1009,9/26/2019 1009,9/26/2019 1009,2019-001373,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,9/26/2019 1228,9/26/2019 1228,9/26/2019 1228,2019-001374,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER FOR PERFORMING ARTS,9/26/2019 1730,9/26/2019 1615,9/26/2019 1730,2019-001375,UNFOUNDED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,9/26/2019 1732,9/26/2019 1732,9/26/2019 2231,2019-001381,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,9/26/2019 1941,9/26/2019 1941,9/26/2019 1941,2019-001376,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,9/27/2019 0049,9/27/2019 0049,9/27/2019 0100,2019-001377,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,9/27/2019 0102,9/27/2019 0102,9/27/2019 0102,2019-001378,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,9/27/2019 0113,9/27/2019 0113,9/27/2019 0113,2019-001379,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,9/27/2019 0201,9/27/2019 0201,9/27/2019 0201,2019-001380,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,9/27/2019 0219,9/27/2019 0219,9/27/2019 0219,2019-001382,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,9/27/2019 0228,9/27/2019 0228,9/27/2019 0228,2019-001383,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,9/27/2019 0228,9/27/2019 0228,9/27/2019 0228,2019-001383,CLOSED.  CLEARED BY SUMMONS
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,9/27/2019 0426,9/27/2019 0426,9/27/2019 0426,2019-001384,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,9/27/2019 0426,9/27/2019 0426,9/27/2019 0426,2019-001384,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,9/27/2019 0921,9/27/2019 0921,9/27/2019 0921,2019-001385,CLOSED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS,9/27/2019 1214,11/1/2018 0000,12/14/2018 0000,2019-001418,OPEN
SEX OFFENSE,OTHER JURISDICTION,9/27/2019 1255,1/17/2016 0001,1/16/2017 2359,2019-001387,CLOSED. REFERRED TO OTHER LE AGENCY
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,9/27/2019 1437,9/27/2019 1435,9/27/2019 1510,2019-001388,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,9/27/2019 1443,9/27/2019 1442,9/27/2019 1442,2019-001389,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,9/27/2019 2219,9/27/2019 2219,9/27/2019 2219,2019-001390,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,9/27/2019 2219,9/27/2019 2219,9/27/2019 2219,2019-001390,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,9/28/2019 0005,9/28/2019 0005,9/28/2019 0005,2019-001392,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,9/28/2019 0005,9/28/2019 0005,9/28/2019 0005,2019-001392,CLOSED.  CLEARED BY SUMMONS
OBSTRUCTING OFFICIAL BUSINESS,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,9/28/2019 0005,9/28/2019 0005,9/28/2019 0005,2019-001392,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,9/28/2019 0005,9/28/2019 0005,9/28/2019 0010,2019-001391,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,9/28/2019 0016,9/28/2019 0016,9/28/2019 0016,2019-001393,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,9/28/2019 0016,9/28/2019 0016,9/28/2019 0016,2019-001393,CLOSED. REFERRED TO COMMUNITY STANDARDS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,9/28/2019 0033,9/28/2019 0033,9/28/2019 0248,2019-001394,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,9/28/2019 0038,9/28/2019 0038,9/28/2019 0214,2019-001395,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,9/28/2019 0233,9/28/2019 0233,9/28/2019 0233,2019-001396,CLOSED.  CLEARED BY SUMMONS
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,9/28/2019 0246,9/28/2019 0246,9/28/2019 0300,2019-001397,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,9/28/2019 0300,9/28/2019 0300,9/28/2019 0300,2019-001398,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,9/28/2019 0300,9/28/2019 0300,9/28/2019 0300,2019-001398,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,9/28/2019 0328,9/28/2019 0328,9/28/2019 0345,2019-001399,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,9/28/2019 0328,9/28/2019 0328,9/28/2019 0345,2019-001399,CLOSED. REFERRED TO COMMUNITY STANDARDS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,9/28/2019 0518,9/28/2019 0518,9/28/2019 0518,2019-001400,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,9/28/2019 0900,9/28/2019 0830,9/28/2019 1800,2019-001401,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,9/28/2019 2315,9/28/2019 2315,9/28/2019 2315,2019-001402,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,9/28/2019 2316,9/28/2019 2316,9/28/2019 2316,2019-001403,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WARFIELD HALL,9/28/2019 2346,9/28/2019 2346,9/29/2019 0048,2019-001404,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WARFIELD HALL,9/28/2019 2346,9/28/2019 2346,9/29/2019 0048,2019-001404,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,9/29/2019 0018,9/29/2019 0018,9/29/2019 0025,2019-001405,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,9/29/2019 0208,9/29/2019 0208,9/29/2019 0336,2019-001410,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,9/29/2019 0217,9/29/2019 0217,9/29/2019 0217,2019-001406,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,9/29/2019 0228,9/29/2019 0228,9/29/2019 0228,2019-001407,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,9/29/2019 0232,9/29/2019 0232,9/29/2019 0232,2019-001408,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,9/29/2019 0232,9/29/2019 0232,9/29/2019 0232,2019-001408,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,9/29/2019 0301,9/29/2019 0301,9/29/2019 0330,2019-001409,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,9/29/2019 0301,9/29/2019 0301,9/29/2019 0330,2019-001409,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,9/29/2019 0442,9/29/2019 0442,9/29/2019 0442,2019-001411,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,9/29/2019 0905,9/29/2019 0905,9/29/2019 0925,2019-001412,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,9/29/2019 1106,9/29/2019 0900,9/29/2019 1106,2019-001413,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,9/29/2019 1106,9/29/2019 0900,9/29/2019 1106,2019-001413,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,9/29/2019 1229,9/29/2019 1229,9/29/2019 1250,2019-001415,CLOSED
CANINE DEPLOYMENT,OTHER JURISDICTION,9/29/2019 1249,9/29/2019 1330,9/29/2019 1915,2019-001414,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,9/29/2019 1527,9/29/2019 0100,9/29/2019 1527,2019-001416,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS,9/29/2019 2100,9/26/2019 1515,9/26/2019 1515,2019-001417,UNFOUNDED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,9/30/2019 0831,9/30/2019 0831,9/30/2019 0831,2019-001419,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,9/30/2019 1004,9/30/2019 1004,9/30/2019 1004,2019-001420,CLOSED
SEX OFFENSE,OTHER JURISDICTION,9/30/2019 1129,8/1/2019 0000,8/31/2019 0000,2019-001421,CLOSED. REFERRED TO OTHER LE AGENCY
SEX OFFENSE,OTHER JURISDICTION,9/30/2019 1134,Unknown,Unknown,2019-001422,OPEN
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ELM STREET BUILDING,9/30/2019 1252,9/30/2019 1252,9/30/2019 1252,2019-001423,CLOSED
SEX OFFENSE,OTHER JURISDICTION,9/30/2019 1333,8/1/2019 0000,9/30/2019 0000,2019-001424,CLOSED. REFERRED TO OTHER LE AGENCY
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,9/30/2019 1805,9/30/2019 1805,9/30/2019 1830,2019-001425,CLOSED.  UTT/UTC ISSUED.
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MURSTEIN ALUMNI CENTER,10/1/2019 1035,9/30/2019 1730,10/1/2019 0900,2019-001427,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,10/1/2019 1052,10/1/2019 1000,10/1/2019 1000,2019-001426,CLOSED
SEX OFFENSE,CITY OF OXFORD,10/1/2019 1622,9/28/2019 0001,9/29/2019 2359,2019-001428,CLOSED. REFERRED TO OTHER LE AGENCY
MENACING,MIAMI UNIVERSITY : OXFORD CAMPUS,10/1/2019 1648,9/27/2019 0000,9/27/2019 0000,2019-001433,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,10/1/2019 1727,10/1/2019 1727,10/1/2019 1727,2019-001429,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,10/1/2019 1847,9/26/2019 1200,9/26/2019 1900,2019-001430,CLOSED
SEX OFFENSE : FONDLING,OTHER JURISDICTION,10/1/2019 2241,10/1/2018 0001,3/31/2019 2359,2019-001434,CLOSED. REFERRED TO OTHER LE AGENCY
MENACING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,10/2/2019 0018,9/3/2019 0000,10/2/2019 0018,2019-001431,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,10/2/2019 0113,10/2/2019 0113,10/2/2019 0135,2019-001432,CLOSED
STALKING,CITY OF OXFORD,10/2/2019 1302,7/5/2019 0000,9/18/2019 0000,2019-001436,CLOSED. REFERRED TO OTHER LE AGENCY
