IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,9/24/2021 0922,9/24/2021 0730,9/24/2021 1000,2021-000962,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,9/24/2021 1632,9/24/2021 1632,9/24/2021 1632,2021-000963,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,9/24/2021 1910,9/24/2021 1910,9/24/2021 1910,2021-000964,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,9/24/2021 1910,9/24/2021 1910,9/24/2021 1910,2021-000964,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),9/24/2021 1924,9/24/2021 1924,9/24/2021 1924,2021-000965,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,9/24/2021 1940,9/24/2021 0200,9/24/2021 1930,2021-000966,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,9/24/2021 2054,9/24/2021 2054,9/24/2021 2054,2021-000967,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,9/24/2021 2054,9/24/2021 2054,9/24/2021 2054,2021-000967,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,9/24/2021 2359,9/24/2021 2359,9/24/2021 2359,2021-000968,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,9/25/2021 0042,9/25/2021 0042,9/25/2021 0042,2021-000969,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,9/25/2021 0042,9/25/2021 0042,9/25/2021 0042,2021-000969,CLOSED
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,9/25/2021 0042,9/25/2021 0042,9/25/2021 0042,2021-000969,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,9/25/2021 0042,9/25/2021 0042,9/25/2021 0042,2021-000969,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,9/25/2021 0056,9/25/2021 0056,9/25/2021 0056,2021-000970,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,9/25/2021 0056,9/25/2021 0056,9/25/2021 0056,2021-000970,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,9/25/2021 0056,9/25/2021 0056,9/25/2021 0056,2021-000970,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,9/25/2021 0120,9/25/2021 0120,9/25/2021 0120,2021-000971,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,9/25/2021 0120,9/25/2021 0120,9/25/2021 0120,2021-000971,CLOSED.  CLEARED BY SUMMONS
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,9/25/2021 0120,9/25/2021 0120,9/25/2021 0120,2021-000971,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,9/25/2021 0136,9/25/2021 0136,9/25/2021 0136,2021-000972,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,CITY OF OXFORD : HIGH ST,9/25/2021 0136,9/25/2021 0136,9/25/2021 0136,2021-000972,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HIGH ST (E. 200-899 BLK),9/25/2021 0145,9/25/2021 0145,9/25/2021 0145,2021-000973,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HIGH ST (E. 200-899 BLK),9/25/2021 0145,9/25/2021 0145,9/25/2021 0145,2021-000973,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,9/25/2021 0259,9/25/2021 0259,9/25/2021 0259,2021-000974,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,9/25/2021 0259,9/25/2021 0259,9/25/2021 0259,2021-000974,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,CITY OF OXFORD : POPLAR ST,9/25/2021 0416,9/25/2021 0416,9/25/2021 0416,2021-000975,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,9/25/2021 0858,9/25/2021 0100,9/25/2021 0845,2021-000976,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,9/25/2021 1452,9/21/2021 2100,9/25/2021 1452,2021-000977,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,9/25/2021 1615,9/25/2021 1615,9/25/2021 1615,2021-000978,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,9/25/2021 1615,9/25/2021 1615,9/25/2021 1615,2021-000978,CLOSED
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,9/25/2021 1615,9/25/2021 1615,9/25/2021 1615,2021-000978,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,9/25/2021 1615,9/25/2021 1615,9/25/2021 1615,2021-000978,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,9/25/2021 2343,9/25/2021 2343,9/25/2021 2343,2021-000979,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,9/26/2021 0128,9/26/2021 0128,9/26/2021 0128,2021-000980,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,9/26/2021 0306,9/26/2021 0306,9/26/2021 0306,2021-000981,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,9/26/2021 0306,9/26/2021 0306,9/26/2021 0306,2021-000981,CLOSED.  CLEARED BY SUMMONS
INDUCING PANIC,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,9/26/2021 0306,9/26/2021 0306,9/26/2021 0306,2021-000981,CLOSED.  CLEARED BY SUMMONS
SEX OFFENSE : RAPE,OTHER JURISDICTION,9/26/2021 0854,4/1/2021 0000,4/1/2021 0000,2021-000985,OPEN
SEX OFFENSE : FONDLING,CITY OF OXFORD,9/26/2021 1108,8/23/2021 0000,9/25/2021 2359,2021-000987,CLOSED. REFERRED TO OTHER LE AGENCY
WELFARE CHECK,CITY OF OXFORD : SOUTHPOINTE PKWY,9/27/2021 0129,9/27/2021 0000,9/27/2021 0155,2021-000982,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,9/27/2021 0907,9/25/2021 1000,9/27/2021 0830,2021-000983,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,9/27/2021 0934,9/27/2021 0934,9/27/2021 1024,2021-000986,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,9/27/2021 0934,9/27/2021 0934,9/27/2021 1024,2021-000986,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCVEY DATA SCIENCE BUILDING,9/27/2021 0946,9/24/2021 1700,9/27/2021 0800,2021-000984,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCVEY DATA SCIENCE BUILDING,9/27/2021 0946,9/24/2021 1700,9/27/2021 0800,2021-000984,CLOSED
ASSAULT : AGGRAVATED,OTHER JURISDICTION,9/27/2021 1533,9/24/2021 0000,9/25/2021 0000,2021-000988,CLOSED. REFERRED TO OTHER LE AGENCY
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,9/27/2021 1545,9/27/2021 1545,9/27/2021 1550,2021-000989,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,9/27/2021 1958,9/27/2021 1958,9/27/2021 1958,2021-000990,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,9/27/2021 2209,9/27/2021 2209,9/27/2021 2209,2021-000991,CLOSED
EXTORTION,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,9/28/2021 1134,9/28/2021 0842,9/28/2021 0900,2021-000992,CLOSED
MENACING : AGGRAVATED,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,9/28/2021 1134,9/28/2021 0842,9/28/2021 0900,2021-000992,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : CAMPUS AVE (S. 0-899 BLK),9/28/2021 1458,9/28/2021 1458,9/28/2021 1459,2021-000993,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,9/28/2021 1918,9/28/2021 0700,9/28/2021 1500,2021-000994,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,9/28/2021 2147,9/15/2021 0000,9/15/2021 2359,2021-000998,CLOSED
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY : OXFORD CAMPUS,9/28/2021 2151,9/1/2019 0000,9/30/2019 2359,2021-000999,OPEN
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY : OXFORD CAMPUS,9/28/2021 2153,9/23/2021 0000,9/23/2021 2359,2021-001000,CLOSED
SEX OFFENSE : RAPE,CITY OF OXFORD,9/28/2021 2157,10/6/2019 0000,10/6/2019 2359,2021-001003,CLOSED. REFERRED TO OTHER LE AGENCY
DISORDERLY CONDUCT,"CITY OF OXFORD : BUSINESS : OXFORD SENIOR CITIZENS, INC.",9/28/2021 2200,9/22/2021 0000,9/22/2021 2359,2021-001001,CLOSED. REFERRED TO OTHER LE AGENCY
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : TALLAWANDA RD,9/29/2021 0203,9/29/2021 0205,9/29/2021 0250,2021-000995,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,CITY OF OXFORD : TALLAWANDA RD,9/29/2021 0203,9/29/2021 0205,9/29/2021 0250,2021-000995,CLOSED.  CLEARED BY SUMMONS
OTHER CRIMINAL OFFENSE,CITY OF OXFORD : TALLAWANDA RD,9/29/2021 0203,9/29/2021 0205,9/29/2021 0250,2021-000995,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,9/29/2021 0314,9/29/2021 0314,9/29/2021 0328,2021-000997,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,9/29/2021 0838,9/29/2021 0837,9/29/2021 0838,2021-001002,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,9/29/2021 1230,9/29/2021 1230,9/29/2021 1230,2021-001004,CLOSED
SEX OFFENSE,OTHER JURISDICTION,9/29/2021 1610,Unknown,Unknown,2021-001005,OPEN
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,9/29/2021 1716,9/29/2021 1716,9/29/2021 1716,2021-001006,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,9/30/2021 0336,9/30/2021 0336,9/30/2021 0336,2021-001007,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : CAMPUS AVENUE PARKING GARAGE,9/30/2021 0858,9/30/2021 0858,9/30/2021 0858,2021-001008,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,9/30/2021 1328,9/30/2021 1328,9/30/2021 1328,2021-001009,CLOSED
INFORMATION,CITY OF OXFORD : TALLAWANDA RD,9/30/2021 1500,9/30/2021 1500,9/30/2021 1500,2021-001010,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,9/30/2021 2040,9/30/2021 2040,9/30/2021 2040,2021-001011,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,10/1/2021 0136,10/1/2021 0136,10/1/2021 0136,2021-001012,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,10/1/2021 0136,10/1/2021 0136,10/1/2021 0136,2021-001012,CLOSED. REFERRED TO COMMUNITY STANDARDS
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,10/1/2021 0136,10/1/2021 0136,10/1/2021 0136,2021-001012,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,10/1/2021 0204,10/1/2021 0204,10/1/2021 0204,2021-001013,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,10/1/2021 0204,10/1/2021 0204,10/1/2021 0204,2021-001013,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,10/1/2021 0204,10/1/2021 0204,10/1/2021 0204,2021-001013,CLOSED.  CLEARED BY SUMMONS
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,10/1/2021 0204,10/1/2021 0204,10/1/2021 0204,2021-001013,CLOSED.  CLEARED BY SUMMONS
SEX OFFENSE : RAPE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,10/1/2021 0512,10/1/2021 0200,10/1/2021 0400,2021-001014,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,10/1/2021 1324,10/1/2021 1324,10/1/2021 1324,2021-001015,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,10/1/2021 1504,10/1/2021 1504,10/1/2021 1504,2021-001016,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,10/1/2021 1636,9/18/2021 1300,9/18/2021 1400,2021-001017,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,10/1/2021 1643,9/23/2021 0900,9/23/2021 1730,2021-001018,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,10/1/2021 1755,9/29/2021 2200,9/30/2021 0900,2021-001019,CLOSED
INFORMATION,CITY OF OXFORD,10/1/2021 2032,10/1/2021 1610,10/1/2021 1620,2021-001020,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,10/1/2021 2218,10/1/2021 2218,10/1/2021 2218,2021-001022,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,10/2/2021 0025,10/2/2021 0025,10/2/2021 0025,2021-001023,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,10/2/2021 0025,10/2/2021 0025,10/2/2021 0025,2021-001023,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,10/2/2021 0042,10/2/2021 0042,10/2/2021 0042,2021-001024,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HIGH ST (E. 200-899 BLK),10/2/2021 0104,10/2/2021 0104,10/2/2021 0126,2021-001025,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HIGH ST (E. 200-899 BLK),10/2/2021 0104,10/2/2021 0104,10/2/2021 0126,2021-001025,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,10/2/2021 0131,10/2/2021 0131,10/2/2021 0131,2021-001026,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,10/2/2021 0131,10/2/2021 0131,10/2/2021 0131,2021-001026,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,10/2/2021 0131,10/2/2021 0131,10/2/2021 0131,2021-001026,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,10/2/2021 0152,10/2/2021 0153,10/2/2021 0214,2021-001027,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,10/2/2021 0152,10/2/2021 0153,10/2/2021 0214,2021-001027,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,10/2/2021 0215,10/2/2021 0215,10/2/2021 0215,2021-001028,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCVEY DATA SCIENCE BUILDING,10/2/2021 0924,10/1/2021 1600,10/2/2021 0900,2021-001029,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,10/2/2021 1028,10/2/2021 1028,10/2/2021 1028,2021-001030,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,10/2/2021 1836,10/3/2021 1836,10/3/2021 1837,2021-001031,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,10/2/2021 1855,10/2/2021 1855,10/2/2021 1855,2021-001032,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,10/2/2021 1855,10/2/2021 1855,10/2/2021 1855,2021-001032,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,10/2/2021 2101,10/2/2021 2101,10/2/2021 2101,2021-001033,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,10/2/2021 2107,10/2/2021 2107,10/2/2021 2115,2021-001034,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,10/3/2021 0010,10/3/2021 0010,10/3/2021 0010,2021-001035,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PHILLIPS HALL,10/3/2021 0013,10/3/2021 0013,10/3/2021 0013,2021-001036,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : PHILLIPS HALL,10/3/2021 0013,10/3/2021 0013,10/3/2021 0013,2021-001036,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,10/3/2021 0136,10/3/2021 0136,10/3/2021 0136,2021-001037,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,10/3/2021 0136,10/3/2021 0136,10/3/2021 0136,2021-001037,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,10/3/2021 0219,10/3/2021 0219,10/3/2021 0245,2021-001038,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,10/3/2021 0219,10/3/2021 0219,10/3/2021 0245,2021-001038,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,10/3/2021 0219,10/3/2021 0219,10/3/2021 0245,2021-001038,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,10/3/2021 0222,10/3/2021 0222,10/3/2021 0300,2021-001039,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,10/3/2021 0222,10/3/2021 0222,10/3/2021 0300,2021-001039,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,10/3/2021 0222,10/3/2021 0222,10/3/2021 0300,2021-001039,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,10/3/2021 0336,10/3/2021 0336,10/3/2021 0353,2021-001040,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,10/3/2021 0336,10/3/2021 0336,10/3/2021 0353,2021-001040,CLOSED. REFERRED TO COMMUNITY STANDARDS
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,10/3/2021 0336,10/3/2021 0336,10/3/2021 0353,2021-001040,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,10/3/2021 0438,10/3/2021 0438,10/3/2021 0438,2021-001041,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,10/3/2021 0438,10/3/2021 0438,10/3/2021 0438,2021-001041,CLOSED. REFERRED TO COMMUNITY STANDARDS
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,10/3/2021 1011,10/2/2021 0715,10/2/2021 1800,2021-001042,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,10/3/2021 1015,10/1/2021 0800,10/3/2021 1200,2021-001043,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,10/3/2021 1756,10/3/2021 1756,10/3/2021 1756,2021-001044,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,10/3/2021 2056,10/3/2021 2056,10/3/2021 2056,2021-001045,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,10/3/2021 2249,10/3/2021 2249,10/3/2021 2249,2021-001046,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,10/3/2021 2249,10/3/2021 2249,10/3/2021 2249,2021-001046,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,10/3/2021 2249,10/3/2021 2249,10/3/2021 2249,2021-001046,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,10/4/2021 0041,10/4/2021 0041,10/4/2021 0041,2021-001047,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,10/4/2021 0107,10/4/2021 0107,10/5/2021 0107,2021-001048,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,10/4/2021 0255,10/4/2021 0255,10/4/2021 0255,2021-001049,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,10/4/2021 0330,10/4/2021 0330,10/4/2021 0330,2021-001050,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,10/4/2021 0330,10/4/2021 0330,10/4/2021 0330,2021-001050,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HANNA HOUSE,10/4/2021 0612,10/4/2021 0612,10/4/2021 0612,2021-001051,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,10/4/2021 1317,10/3/2021 0023,10/4/2021 1304,2021-001052,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,10/4/2021 1641,9/27/2021 2000,10/4/2021 1400,2021-001053,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : FISHER HALL,10/4/2021 2211,10/4/2021 2211,10/4/2021 2211,2021-001054,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,10/5/2021 0008,9/19/2021 2100,9/20/2021 0700,2021-001055,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HANNA HOUSE,10/5/2021 0112,10/5/2021 0112,10/5/2021 0112,2021-001056,CLOSED
MISUSE OF CREDIT CARDS,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,10/5/2021 1048,10/4/2021 1144,10/4/2021 1145,2021-001057,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,10/5/2021 1048,10/4/2021 1144,10/4/2021 1145,2021-001057,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,10/5/2021 1526,10/5/2021 1526,10/5/2021 1526,2021-001058,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,10/6/2021 0005,10/6/2021 0005,10/6/2021 0005,2021-001059,CLOSED
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY,10/6/2021 1004,9/28/2021 0000,9/28/2021 0000,2021-001060,OPEN
SEX OFFENSE : RAPE,OTHER JURISDICTION,10/6/2021 1010,1/1/2018 0000,5/31/2020 2359,2021-001061,CLOSED. REFERRED TO OTHER LE AGENCY
