IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/4/2023 2013,3/4/2023 2013,3/4/2023 2013,2023-000265,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/4/2023 2028,3/4/2023 1930,3/4/2023 2028,2023-000266,UNFOUNDED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/4/2023 2049,3/4/2023 0130,3/4/2023 0200,2023-000268,OPEN
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/5/2023 0104,3/5/2023 0104,3/5/2023 0104,2023-000269,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/5/2023 0208,3/5/2023 0208,3/5/2023 0208,2023-000270,CLOSED.  CLEARED BY SUMMONS
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/5/2023 0208,3/5/2023 0208,3/5/2023 0208,2023-000270,CLOSED.  CLEARED BY SUMMONS
HAZING,CITY OF OXFORD,3/5/2023 1225,3/4/2023 2000,3/4/2023 2200,2023-000276,CLOSED. REFERRED TO OTHER LE AGENCY
HAZING,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : FRATERNITIES : PI KAPPA ALPHA,3/5/2023 1229,2/1/2023 0000,3/2/2023 2359,2023-000278,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/5/2023 1456,3/5/2023 1456,3/5/2023 1456,2023-000271,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/5/2023 2127,3/5/2023 2127,3/5/2023 2127,2023-000272,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,3/5/2023 2144,3/5/2023 2144,3/5/2023 2144,2023-000273,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/6/2023 0043,3/6/2023 0042,3/6/2023 0105,2023-000274,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/6/2023 0328,3/5/2023 2126,3/5/2023 2126,2023-000275,CLOSED
CRIMINAL DAMAGING OR ENDANGERING,MIAMI UNIVERSITY : OXFORD CAMPUS : CULINARY SUPPORT CTR,3/6/2023 0912,3/5/2023 0300,3/5/2023 0320,2023-000277,OPEN
VANDALISM,MIAMI UNIVERSITY : OXFORD CAMPUS : CULINARY SUPPORT CTR,3/6/2023 0912,3/5/2023 0300,3/5/2023 0320,2023-000277,OPEN
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/6/2023 1025,1/24/2023 0000,3/3/2023 2359,2023-000279,OPEN
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/6/2023 1028,12/26/2022 1100,3/3/2023 1812,2023-000280,CLOSED. REFERRED TO COMMUNITY STANDARDS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,3/6/2023 1125,3/1/2023 1800,3/3/2023 0900,2023-000281,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,3/6/2023 1125,3/1/2023 1800,3/3/2023 0900,2023-000281,OPEN
CRIMINAL DAMAGING OR ENDANGERING,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/6/2023 1147,2/26/2023 0800,2/27/2023 0233,2023-000282,CLOSED. REFERRED TO COMMUNITY STANDARDS
HAZING,UNKNOWN,3/6/2023 1259,3/2/2023 2300,3/2/2023 2300,2023-000284,CLOSED. REFERRED TO OTHER LE AGENCY
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,3/6/2023 1404,3/6/2023 1400,3/6/2023 1400,2023-000283,CLOSED
HAZING,MIAMI UNIVERSITY,3/6/2023 1523,3/6/2023 1600,3/6/2023 1600,2023-000285,UNFOUNDED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : FISHER HALL,3/6/2023 2109,3/6/2023 2109,3/6/2023 2109,2023-000286,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,3/6/2023 2117,3/6/2023 2116,3/6/2023 2126,2023-000287,UNFOUNDED
ASSAULT,CITY OF OXFORD,3/7/2023 1449,3/4/2023 2200,3/4/2023 2200,2023-000288,CLOSED. REFERRED TO OTHER LE AGENCY
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCVEY DATA SCIENCE BUILDING,3/7/2023 1910,3/7/2023 1910,3/7/2023 1910,2023-000289,UNFOUNDED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : FISHER HALL,3/7/2023 2347,3/7/2023 2347,3/7/2023 2347,2023-000290,CLOSED
SEX OFFENSE : RAPE,CITY OF OXFORD,3/8/2023 0856,2/18/2023 0600,2/18/2023 0610,2023-000294,CLOSED. REFERRED TO OTHER LE AGENCY
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/8/2023 0901,3/8/2023 0730,3/8/2023 1730,2023-000291,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/8/2023 0903,3/7/2023 1530,3/8/2023 0900,2023-000292,CLOSED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS,3/8/2023 1036,1/1/2023 0000,1/31/2023 2359,2023-000293,OPEN
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,3/8/2023 1509,3/7/2023 0800,3/8/2023 1430,2023-000295,CLOSED. REFERRED TO COMMUNITY STANDARDS
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/8/2023 1945,3/8/2023 1945,3/8/2023 1945,2023-000296,OPEN
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,3/8/2023 2250,3/8/2023 2250,3/8/2023 2250,2023-000300,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/9/2023 0009,3/8/2023 2200,3/9/2023 0000,2023-000297,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/9/2023 0009,3/8/2023 2200,3/9/2023 0000,2023-000297,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/9/2023 0014,3/9/2023 0014,3/9/2023 0014,2023-000298,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/9/2023 0030,3/9/2023 0030,3/9/2023 0030,2023-000299,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,3/9/2023 0804,Unknown,Unknown,2023-000303,OPEN
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : IRVIN HALL,3/9/2023 0923,3/9/2023 0923,3/9/2023 0923,2023-000301,CLOSED
MENACING : BY STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : ROTC UNIT,3/9/2023 1208,2/4/2023 0000,3/9/2023 1208,2023-000302,OPEN
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,3/9/2023 1235,2/1/2023 0000,3/8/2023 1130,2023-000304,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,3/9/2023 1427,3/9/2023 1251,3/9/2023 1300,2023-000305,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : BLANCHARD HOUSE,3/9/2023 1448,3/9/2023 1448,3/9/2023 1448,2023-000306,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : ART BLDG,3/9/2023 1554,3/9/2023 1554,3/9/2023 1554,2023-000307,OPEN
CANINE DEPLOYMENT,MIAMI UNIVERSITY : MIDDLETOWN CAMPUS,3/9/2023 1632,3/9/2023 1700,3/9/2023 2130,2023-000308,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/9/2023 1738,3/9/2023 1738,3/9/2023 1738,2023-000309,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP WOODS,3/9/2023 1820,3/7/2023 2316,3/7/2023 2330,2023-000310,CLOSED
EXTORTION,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,3/9/2023 2312,3/9/2023 2200,3/9/2023 2312,2023-000312,CLOSED
TELECOMMUNICATIONS FRAUD,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,3/9/2023 2312,3/9/2023 2200,3/9/2023 2312,2023-000312,CLOSED
ALARM : CO,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/9/2023 2315,3/10/2023 2315,3/10/2023 2315,2023-000311,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,3/10/2023 0000,3/10/2023 0000,3/10/2023 0005,2023-000313,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),3/10/2023 0122,3/10/2023 0122,3/10/2023 0122,2023-000314,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),3/10/2023 0650,3/10/2023 0650,3/10/2023 0650,2023-000315,CLOSED
BREAKING AND ENTERING,MIAMI UNIVERSITY : OXFORD CAMPUS : MCVEY DATA SCIENCE BUILDING,3/10/2023 0740,3/10/2023 0145,3/10/2023 0217,2023-000316,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MCVEY DATA SCIENCE BUILDING,3/10/2023 0740,3/10/2023 0145,3/10/2023 0217,2023-000316,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCVEY DATA SCIENCE BUILDING,3/10/2023 0740,3/10/2023 0145,3/10/2023 0217,2023-000316,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : BLANCHARD HOUSE,3/10/2023 1017,3/10/2023 1017,3/10/2023 1017,2023-000317,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,3/10/2023 1536,3/10/2023 0130,3/10/2023 0130,2023-000318,CLOSED. REFERRED TO COMMUNITY STANDARDS
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/10/2023 1706,3/7/2023 1049,3/7/2023 1050,2023-000319,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/10/2023 1718,3/10/2023 1718,3/10/2023 1718,2023-000320,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/10/2023 1739,3/10/2023 1739,3/10/2023 1739,2023-000321,CLOSED
CRIMINAL DAMAGING OR ENDANGERING,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,3/11/2023 1731,3/11/2023 1731,3/11/2023 1731,2023-000322,CLOSED.  CLEARED BY ARREST
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,3/11/2023 1731,3/11/2023 1731,3/11/2023 1731,2023-000322,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,3/11/2023 1731,3/11/2023 1731,3/11/2023 1731,2023-000322,CLOSED.  CLEARED BY ARREST
POSSESSING CRIMINAL TOOLS,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,3/11/2023 1731,3/11/2023 1731,3/11/2023 1731,2023-000322,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,3/11/2023 1731,3/11/2023 1731,3/11/2023 1731,2023-000322,CLOSED.  CLEARED BY ARREST
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/11/2023 1851,3/12/2023 1851,3/12/2023 1851,2023-000323,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/11/2023 1915,3/11/2023 1915,3/11/2023 1915,2023-000324,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/11/2023 1915,3/11/2023 1915,3/11/2023 1915,2023-000324,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/11/2023 2014,3/11/2023 2014,3/11/2023 2014,2023-000325,CLOSED
MENACING,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/11/2023 2144,3/11/2023 2030,3/11/2023 2030,2023-000326,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : STODDARD HALL,3/12/2023 0328,3/12/2023 0328,3/12/2023 0328,2023-000327,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : STODDARD HALL,3/12/2023 0328,3/12/2023 0328,3/12/2023 0328,2023-000327,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/12/2023 0349,3/12/2023 0349,3/12/2023 0349,2023-000328,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/12/2023 0349,3/12/2023 0349,3/12/2023 0349,2023-000328,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/12/2023 0402,3/12/2023 0402,3/12/2023 0402,2023-000329,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/12/2023 0402,3/12/2023 0402,3/12/2023 0402,2023-000329,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : OAK ST,3/12/2023 1125,3/12/2023 1125,3/12/2023 1126,2023-000330,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,3/12/2023 1759,3/12/2023 1758,3/12/2023 1813,2023-000331,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/12/2023 2132,3/12/2023 0300,3/12/2023 0320,2023-000332,OPEN
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/12/2023 2132,3/12/2023 0300,3/12/2023 0320,2023-000332,OPEN
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/12/2023 2132,3/12/2023 0300,3/12/2023 0320,2023-000332,OPEN
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/13/2023 0003,3/13/2023 0003,3/13/2023 0003,2023-000333,CLOSED. REFERRED TO COMMUNITY STANDARDS
BREAKING AND ENTERING,MIAMI UNIVERSITY : OXFORD CAMPUS : JOYNER HOUSE,3/13/2023 0935,3/10/2023 1845,3/13/2023 0745,2023-000335,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : JOYNER HOUSE,3/13/2023 0935,3/10/2023 1845,3/13/2023 0745,2023-000335,OPEN
HAZING,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : FRATERNITIES : KAPPA ALPHA ORDER,3/13/2023 0958,3/6/2023 0000,Unknown,2023-000334,CLOSED. REFERRED TO OTHER LE AGENCY
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/13/2023 1030,3/10/2023 1030,3/13/2023 1030,2023-000336,OPEN
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/13/2023 1030,3/10/2023 1030,3/13/2023 1030,2023-000336,OPEN
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/13/2023 1411,3/13/2023 1411,3/13/2023 1411,2023-000337,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,3/13/2023 2018,3/13/2023 2018,3/13/2023 2018,2023-000338,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,3/13/2023 2102,3/13/2023 2102,3/13/2023 2102,2023-000340,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/13/2023 2122,3/12/2023 1537,3/13/2023 1530,2023-000341,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/13/2023 2143,3/13/2023 2143,3/13/2023 2143,2023-000339,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/14/2023 1127,3/13/2023 0900,3/14/2023 1100,2023-000342,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/14/2023 1128,3/13/2023 0800,3/14/2023 1100,2023-000343,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/14/2023 1503,3/14/2023 1503,3/14/2023 1503,2023-000344,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,3/14/2023 1754,3/15/2023 1754,3/15/2023 1754,2023-000345,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/15/2023 0018,3/15/2023 0018,3/15/2023 0018,2023-000346,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PSYCHOLOGY BLDG,3/15/2023 0750,3/15/2023 0750,3/15/2023 0750,2023-000347,CLOSED
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : WILLIAMS HALL,3/15/2023 1454,9/1/2022 0000,3/11/2023 0000,2023-000348,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : WILLIAMS HALL,3/15/2023 1454,9/1/2022 0000,3/11/2023 0000,2023-000348,OPEN
WELFARE CHECK,CITY OF OXFORD : VINE ST,3/15/2023 1927,3/15/2023 1927,3/15/2023 1927,2023-000349,CLOSED
THEFT : OF A MOTOR VEHICLE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLE ST,3/16/2023 0203,3/16/2023 0130,3/16/2023 0203,2023-000351,OPEN
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,3/16/2023 0347,3/2/2023 0100,3/2/2023 0200,2023-000355,OPEN
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/16/2023 0347,2/7/2022 2200,2/7/2022 2200,2023-000352,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/16/2023 0627,3/16/2023 0627,3/16/2023 0627,2023-000353,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/16/2023 0651,3/16/2023 0651,3/16/2023 0651,2023-000354,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : REID HALL,3/16/2023 1526,3/16/2023 1526,3/16/2023 1526,2023-000357,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/16/2023 2022,3/16/2023 2021,3/16/2023 2035,2023-000358,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/16/2023 2022,3/16/2023 2021,3/16/2023 2035,2023-000358,CLOSED
VOYEURISM,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/17/2023 1036,3/17/2023 0128,3/17/2023 0128,2023-000359,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,3/17/2023 1956,3/17/2023 1956,3/17/2023 1956,2023-000361,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,3/17/2023 1958,3/17/2023 1957,3/17/2023 2028,2023-000360,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,3/17/2023 1958,3/17/2023 1957,3/17/2023 2028,2023-000360,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,3/17/2023 1959,3/17/2023 1958,3/17/2023 2015,2023-000368,UNFOUNDED
WEAPONS VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,3/17/2023 1959,3/17/2023 1958,3/17/2023 2015,2023-000368,UNFOUNDED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,3/17/2023 2002,3/17/2023 2002,3/17/2023 2002,2023-000362,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/17/2023 2017,3/17/2023 2017,3/17/2023 2017,2023-000364,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/17/2023 2017,3/17/2023 2017,3/17/2023 2017,2023-000364,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/17/2023 2018,3/17/2023 2018,3/17/2023 2018,2023-000363,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/17/2023 2018,3/17/2023 2018,3/17/2023 2018,2023-000363,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
WEAPONS VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP HALL,3/17/2023 2030,3/17/2023 2029,3/17/2023 2045,2023-000367,CLOSED
WEAPONS VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP HALL,3/17/2023 2031,3/17/2023 2030,3/17/2023 2052,2023-000366,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,3/17/2023 2042,3/17/2023 2042,3/17/2023 2042,2023-000365,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,3/17/2023 2046,3/17/2023 2046,3/17/2023 2046,2023-000369,UNFOUNDED
WARRANT SERVICE,OTHER JURISDICTION,3/17/2023 2317,3/17/2023 2317,3/17/2023 2317,2023-000370,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/18/2023 0759,3/18/2023 0815,3/18/2023 0824,2023-000374,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/18/2023 0944,3/14/2023 0800,3/15/2023 1100,2023-000371,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/18/2023 0945,3/15/2023 0800,3/15/2023 1300,2023-000372,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/18/2023 0945,3/8/2023 1300,3/16/2023 1400,2023-000373,CLOSED
BURGLARY,OTHER JURISDICTION,3/20/2023 0807,3/18/2023 0000,3/18/2023 2359,2023-000375,OPEN
HAZING,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : FRATERNITIES : SIGMA PI,3/20/2023 1329,Unknown,Unknown,2023-000376,CLOSED. REFERRED TO OTHER LE AGENCY
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : BOYD HALL,3/22/2023 1029,3/21/2023 1700,3/22/2023 0815,2023-000377,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BOYD HALL,3/22/2023 1029,3/21/2023 1700,3/22/2023 0815,2023-000377,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,3/23/2023 1807,3/23/2023 1807,3/23/2023 1807,2023-000379,CLOSED
FORENSIC EXAM,CITY OF OXFORD : OXFORD POLICE DEPARTMENT,3/24/2023 1210,3/19/2023 1200,3/24/2023 1100,2023-000380,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/24/2023 1211,3/24/2023 1211,3/24/2023 1245,2023-000381,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,3/24/2023 1326,3/24/2023 1326,3/24/2023 1327,2023-000382,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : OXFORD TRENTON  RD SR73,3/26/2023 1841,3/26/2023 1841,3/26/2023 1841,2023-000383,CLOSED.  CLEARED BY CITATION
TRAFFIC LAW VIOLATION,CITY OF OXFORD : OXFORD TRENTON  RD SR73,3/26/2023 1841,3/26/2023 1841,3/26/2023 1841,2023-000383,CLOSED.  CLEARED BY CITATION
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/26/2023 2014,3/26/2023 2014,3/26/2023 2014,2023-000384,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,3/26/2023 2223,3/26/2023 2223,3/26/2023 2223,2023-000385,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/27/2023 0213,3/27/2023 0213,3/27/2023 0213,2023-000386,CLOSED
HAZING,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : FRATERNITIES,3/27/2023 0953,3/1/2023 0000,3/1/2023 2359,2023-000391,CLOSED. REFERRED TO OTHER LE AGENCY
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : HANNA HOUSE,3/27/2023 1203,3/22/2023 1840,3/23/2023 0830,2023-000387,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/27/2023 1423,2/16/2023 1300,3/21/2023 1200,2023-000388,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/27/2023 1653,3/27/2023 1653,3/27/2023 1653,2023-000389,CLOSED. REFERRED TO COMMUNITY STANDARDS
